params.Y.a	params.Y.b	params.Z.a	params.Z.b	params.k	step	fit
1.32292117946701	1.31798516515824	1.18160258920078	45.1212513354854	0.0421947625580694	0	2.36779968060224
1.32292117946701	1.31798516515824	1.49464977892775	45.1212513354854	0.0421947625580694	104	2.75575601985086
1.32292117946701	1.31798516515824	1.49464977892775	43.9915692527456	0.0421947625580694	149	2.81034979244454
1.32292117946701	1.14131765874845	1.49464977892775	43.9915692527456	0.0421947625580694	264	2.8880839615565
1.32292117946701	1.14131765874845	1.49464977892775	43.9915692527456	0.0646932688478559	389	3.12860557059909
1.32292117946701	1.14131765874845	1.49464977892775	41.8998321699297	0.0646932688478559	434	3.18180649626629
1.32292117946701	1.14131765874845	1.43319253370935	41.8998321699297	0.0646932688478559	437	3.20091921008521
1.32292117946701	1.14131765874845	1.43319253370935	41.9390351697266	0.0646932688478559	1070	3.20038582647147
1.32292117946701	1.10651381702193	1.43319253370935	41.9390351697266	0.0646932688478559	1073	3.2225715816338
1.32292117946701	0.71510924747278	1.43319253370935	41.9390351697266	0.0646932688478559	1544	3.52662956653287
1.32292117946701	0.673793675606198	1.43319253370935	41.9390351697266	0.0646932688478559	1658	3.56735459085772
1.32292117946701	0.610137917043959	1.43319253370935	41.9390351697266	0.0646932688478559	1777	3.63457470909839
1.32292117946701	0.588162280245138	1.43319253370935	41.9390351697266	0.0646932688478559	1934	3.65907130443979
1.32292117946701	0.588162280245138	1.43319253370935	41.9390351697266	0.0699979913620466	2330	3.7455264723632
1.32292117946701	0.588162280245138	1.43319253370935	41.9390351697266	0.0992448078292399	2484	4.10197130321389
1.36361966395418	0.588162280245138	1.43319253370935	41.9390351697266	0.0992448078292399	2540	4.10289236084047
1.36361966395418	0.588162280245138	1.43319253370935	41.9390351697266	0.108644013192438	2757	4.17276489723287
1.36361966395418	0.588162280245138	1.43319253370935	43.3877443631642	0.108644013192438	2902	4.17750924260324
1.36361966395418	0.588162280245138	1.3461146313497	43.3877443631642	0.108644013192438	3158	4.24899942742124
1.36361966395418	0.588162280245138	1.3461146313497	43.3877443631642	0.118799803256085	3701	4.30799657295814
1.36361966395418	0.588162280245138	1.27140754211256	43.3877443631642	0.118799803256085	4406	4.33156013748308
1.36361966395418	0.532787254360656	1.27140754211256	43.3877443631642	0.118799803256085	5143	4.35499954363449
1.1561185058181	0.532787254360656	1.27140754211256	43.3877443631642	0.118799803256085	7743	4.35906878246774
1.1561185058181	0.532787254360656	1.24652535651566	43.3877443631642	0.118799803256085	8664	4.35633980018606
